Topic,Count,话题,Name,Representation,Representative_Docs
411,14,,411_通信_管理局_拥塞_网络覆盖,"['通信', '管理局', '拥塞', '网络覆盖', '检测点', '运行', '网络', '现象', '支撑', '遏制']","['四川省 通信 管理局 成都 全市 通信 网络 运行 平稳 核酸 检测点 网络覆盖 拥塞 现象 遏制 疫情 扩散 做好 成都市 全员 核酸 检测 通信 网络 支撑 四川省 通信 管理局 党组 第一 时间 会议 研究部署 省市 联合 保障 工作 启动 应急 响应 前 指挥 数据 卫健 部门 协调 联动 \u200b', '成都 全市 通信 网络 运行 平稳 四川省 通信 管理局 成都 全市 通信 网络 运行 平稳 核酸 检测点 网络覆盖 拥塞 现象 成都 核酸 检测点 网络覆盖 四川省 通信 管理局 官网 日 消息 遏制 疫情 扩散 做好 成都市 全员 核酸 检测 通信 网络 支撑 四川省 通信 管理局 党组 第一 时间 会议 \u200b', '成都 全市 通信 网络 运行 平稳 四川省 通信 管理局 成都 全市 通信 网络 运行 平稳 核酸 检测点 网络覆盖 拥塞 现象 成都 核酸 检测点 网络覆盖 四川省 通信 管理局 官网 日 消息 遏制 疫情 扩散 做好 成都市 全员 核酸 检测 通信 网络 支撑 四川省 通信 管理局 党组 第一 时间 会议 \u200b']"
412,14,,412_工业电视_重现_摇动_山河,"['工业电视', '重现', '摇动', '山河', '落石', '水电站', '大岗山', '值长', '大渡河', '退缩']","['真 英雄 工业电视 画面 重现 水电站 值长 地震 瞬间 生死 抉择 月 日 12 时 52 分 四川省 泸定县 发生 6.8 级 地震 山河 摇动 落石 滚滚 距离 震中 仅 21 公里 国家 能源 集团 大渡河 大岗山 水电站 震感 危急关头 大渡河 大岗山 水电站 当班 值长 徐博海 退缩 选择 坚守 水电站 恢复正常 运行 徐博海 依然 工 \u200b', '真 英雄 工业电视 画面 重现 水电站 值长 地震 瞬间 生死 抉择 月 日 12 时 52 分 四川省 泸定县 发生 6.8 级 地震 山河 摇动 落石 滚滚 距离 震中 仅 21 公里 国家 能源 集团 大渡河 大岗山 水电站 震感 危急关头 大渡河 大岗山 水电站 当班 值长 徐博海 退缩 选择 坚守 水电站 恢复正常 运行 徐博海 依然 工 \u200b', '真 英雄 工业电视 画面 重现 水电站 值长 地震 瞬间 生死 抉择 月 日 12 时 52 分 四川省 泸定县 发生 6.8 级 地震 山河 摇动 落石 滚滚 距离 震中 仅 21 公里 国家 能源 集团 大渡河 大岗山 水电站 震感 危急关头 大渡河 大岗山 水电站 当班 值长 徐博海 退缩 选择 坚守 水电站 恢复正常 运行 徐博海 依然 工 \u200b']"
413,13,,413_34_阿坝_87_返川,"['34', '阿坝', '87', '返川', '外省', '闭环', '泸州', '转运', '昨日', '宜宾']","['四川 昨日 新增 本土 34 87 月 16 日 24 时 全省 新冠 肺炎 疫情 最新 情况 新增 本土 确诊 病例 34 例 外省 返川 闭环 转运 人员 例 成都 例 内江 例 宜宾 例 阿坝 例 泸州 例 15 例由 无症状 感染者 转为 确诊 病例 外省 返川 闭环 转运 人员 例 宜宾 例 内江 例 绵阳 例 阿坝 例 新增 本土 无症状 \u200b', '四川 昨日 新增 本土 34 87 月 16 日 24 时 全省 新冠 肺炎 疫情 最新 情况 新增 本土 确诊 病例 34 例 外省 返川 闭环 转运 人员 例 成都 例 内江 例 宜宾 例 阿坝 例 泸州 例 15 例由 无症状 感染者 转为 确诊 病例 外省 返川 闭环 转运 人员 例 宜宾 例 内江 例 绵阳 例 阿坝 例 新增 本土 无症状 \u200b', '四川 昨日 新增 本土 34 87 月 16 日 24 时 全省 新冠 肺炎 疫情 最新 情况 新增 本土 确诊 病例 34 例 外省 返川 闭环 转运 人员 例 成都 例 内江 例 宜宾 例 阿坝 例 泸州 例 15 例由 无症状 感染者 转为 确诊 病例 外省 返川 闭环 转运 人员 例 宜宾 例 内江 例 绵阳 例 阿坝 例 新增 本土 无症状 \u200b']"
414,13,,414_鹿晗_鹿晗益_反馈_救灾物资,"['鹿晗', '鹿晗益', '反馈', '救灾物资', '粉丝', 'lh', '泸定', '地震', '四川', '']","['\ue627 鹿晗 | 鹿晗益 鹿晗 粉丝 四川 泸定 地震 救灾物资 反馈', '\ue627 鹿晗 | 鹿晗益 鹿晗 粉丝 四川 泸定 地震 救灾物资 反馈', '\ue627 鹿晗 | 鹿晗益 鹿晗 粉丝 四川 泸定 地震 救灾物资 反馈']"
415,13,,415_协查_康码_时空_交集,"['协查', '康码', '时空', '交集', '地涉', '提示', '收到', '新乡县', '排查', '社区']","['疫情 防控 重庆 疾控 健康 提示 2022 年 月 日 17 时 新增 排查 涉 北京 贵州 河南 吉林 江苏 四川 市民 关注 疫情 防控 部门 发布 管控 通告 健康 提示 病例 活动 轨迹 配合 做好 防控 措施 收到 协查 通知 发现 通报 病例 时空 交集 主动 渝 康码 社区 报告 二维码 \u200b', '疫情 防控 重庆 疾控 健康 提示 2022 年 月 10 日 20 时 | 新增 排查 地涉 甘肃 河北 四川 广西 贵州 市民 关注 疫情 防控 部门 发布 管控 通告 健康 提示 病例 活动 轨迹 配合 做好 防控 措施 收到 协查 通知 发现 通报 病例 时空 交集 主动 渝 康码 社区 报告 二维码 \u200b', '重庆 城市 服务台 重庆 疾控 健康 提示 2022 年 月 16 日 17 时 新增 排查 地涉 福建 甘肃 辽宁 天津 云南 四川 市民 关注 疫情 防控 部门 发布 管控 通告 健康 提示 病例 活动 轨迹 配合 做好 防控 措施 收到 协查 通知 发现 通报 病例 时空 交集 主动 渝 康码 社区 报 \u200b']"
416,13,,416_老人_心脏病_分钟_暂无,"['老人', '心脏病', '分钟', '暂无', '仅用', '抱上', '发病', '突发', '北固', '生命危险']","['\ue627 平安 守护者 老人 突发 疾病 民警 10 分钟 送医 月 14 日 屏山 交警 巡逻 时 群众 求助 称 一名 老人 突发 心脏病 情况 紧急 执勤 交警 发病 老人 抱上 警车 全程 仅用 10 分钟 病人 送到 医院 抢救 老人 暂无 生命危险 宜宾 疫情 防控 四川 交警 宜宾 交警 在线 \u200b', '\ue627 平安 守护者 老人 突发 疾病 民警 10 分钟 送医 月 14 日 屏山 交警 巡逻 时 群众 求助 称 一名 老人 突发 心脏病 情况 紧急 执勤 交警 发病 老人 抱上 警车 全程 仅用 10 分钟 病人 送到 医院 抢救 老人 暂无 生命危险 宜宾 疫情 防控 四川 交警 宜宾 交警 在线 \u200b', '\ue627 平安 守护者 老人 突发 疾病 民警 10 分钟 送医 月 14 日 屏山 交警 巡逻 时 群众 求助 称 一名 老人 突发 心脏病 情况 紧急 执勤 交警 发病 老人 抱上 警车 全程 仅用 10 分钟 病人 送到 医院 抢救 老人 暂无 生命危险 宜宾 疫情 防控 四川 交警 宜宾 交警 在线 \u200b']"
417,13,,417_录音_抉择_生死_记录,"['录音', '抉择', '生死', '记录', '新华网', '瞬间', '共青团', '接起', '这段', '电话']","['接起 电话 段 录音 记录 四川 泸定 地震 瞬间 生死 抉择 新华网 这段 录音 记录 地震 瞬间 生死 抉择 L 四川 共青团 微博 视频 \u200b \u200b \u200b', '接起 电话 段 录音 记录 四川 泸定 地震 瞬间 生死 抉择 新华网 这段 录音 记录 地震 瞬间 生死 抉择 L 四川 共青团 微博 视频 \u200b \u200b \u200b', '接起 电话 段 录音 记录 四川 泸定 地震 瞬间 生死 抉择 新华网 这段 录音 记录 地震 瞬间 生死 抉择 L 四川 共青团 微博 视频 \u200b']"
418,13,,418_鹿晗益_鹿晗_救灾_立意,"['鹿晗益', '鹿晗', '救灾', '立意', '作文', '素材', '粉丝', '泸定', '地震', '四川']","['\ue627 鹿晗 | 鹿晗益 四川 泸定 地震 救灾', '\ue627 鹿晗 | 鹿晗益 四川 泸定 地震 救灾', '\ue627 鹿晗 | 鹿晗益 四川 泸定 地震 救灾']"
419,13,,419_感觉_有种_出差_厉害,"['感觉', '有种', '出差', '厉害', '甩不脱', '盯上', '郁闷', '茫然', '非常明显', '越晃越']","['出差 天 成都 静默 天 第一次 地震 近 坐在 一楼 办公室 椅子 感觉 非常明显 地面 起伏 镇静 坐在 听到 对面 宿舍楼 一阵 喧闹 意识 地震 地震 感觉 2008 年 汶川 地震 洛阳 非常明显 余震 感觉 四川 人民 太难 \u200b', 'Day4 地震 快 想不起来 做 泸定 6.8 级 腿 没软 晃 几十秒 有种 茫然 感觉 电梯 高层 角落里 跑 08 年 四川 仿佛 盯上 再也 甩不脱 地震 晚上 微博上 疫情 郁闷 \u200b', 'Day4 地震 快 想不起来 做 泸定 6.8 级 腿 没软 晃 几十秒 有种 茫然 感觉 电梯 高层 角落里 跑 08 年 四川 仿佛 盯上 再也 甩不脱 地震 晚上 微博上 疫情 郁闷 \u200b']"
420,13,,420_联通_巡检_便捷_调配,"['联通', '巡检', '便捷', '调配', '服务', '阿坝州', '状态', '统筹', '湘潭', '采样']","['湘潭 联通 发布 ## 服务 升级 近日 受 疫情 影响 四川省 阿坝州 静默 管理 状态 四川 阿坝 联通 快速 启动 应急 预案 统筹 调配 岗位 人员 核酸 采样 点 网络 巡检 居家 期间 急需 办理 业务 用户 提供 便捷 服务', '联通 智慧 同行 ## 服务 升级 近日 受 疫情 影响 四川省 阿坝州 静默 管理 状态 四川 阿坝 联通 快速 启动 应急 预案 统筹 调配 岗位 人员 核酸 采样 点 网络 巡检 居家 期间 急需 办理 业务 用户 提供 便捷 服务', '联通 智慧 同行 ## 服务 升级 近日 受 疫情 影响 四川省 阿坝州 静默 管理 状态 四川 阿坝 联通 快速 启动 应急 预案 统筹 调配 岗位 人员 核酸 采样 点 网络 巡检 居家 期间 急需 办理 业务 用户 提供 便捷 服务']"
421,13,,421_宝宝_志豪_胥鸿宇_喝奶,"['宝宝', '志豪', '胥鸿宇', '喝奶', '资助', '武警战士', '武警', '拮据', '爱人', '读书']","['背 喝奶 宝宝 转移 战士 资助 读书 近日 四川 泸定县 武警 甘孜 支队 武警战士 胥鸿宇 背着 宝宝 转移 画面 引发 关注 胥鸿宇 得知 宝宝 志豪 家中 拮据 房屋 地震 中 垮塌 爱人 资助 志豪 上学 网友 抗震 武警 背 喝奶 宝宝 后续 暖 L 新华社 微博 视频 \u200b', '背 喝奶 宝宝 转移 战士 资助 读书 近日 四川 泸定县 武警 甘孜 支队 武警战士 胥鸿宇 背着 宝宝 转移 画面 引发 关注 胥鸿宇 得知 宝宝 志豪 家中 拮据 房屋 地震 中 垮塌 爱人 资助 志豪 上学 网友 抗震 武警 背 喝奶 宝宝 后续 暖 中国 军 视网 L 新华社 微博 视频 \u200b', '背 喝奶 宝宝 转移 战士 资助 读书 近日 四川 泸定县 武警 甘孜 支队 武警战士 胥鸿宇 背着 宝宝 转移 画面 引发 关注 胥鸿宇 得知 宝宝 志豪 家中 拮据 房屋 地震 中 垮塌 爱人 资助 志豪 上学 网友 抗震 武警 背 喝奶 宝宝 后续 暖 中国 军 视网 L 新华社 微博 视频 \u200b \u200b \u200b']"
422,13,,422_22_冠状病毒_新型_最新,"['22', '冠状病毒', '新型', '最新', '情况', '发布', '肺炎', '四川省', '21', '疫情']","['四川省 新型 冠状病毒 肺炎 疫情 最新 情况 月 22 日 发布 \u200b \u200b \u200b \u200b', '四川省 新型 冠状病毒 肺炎 疫情 最新 情况 月 22 日 发布', '四川省 新型 冠状病毒 肺炎 疫情 最新 情况 月 22 日 发布 \u200b \u200b \u200b \u200b']"
423,13,,423_好人_遇见_甘宇时_电力公司,"['好人', '遇见', '甘宇时', '电力公司', '倪太高救', '永和', '面前', '电站', '此前', '送医']","['文明 昌都 甘宇 获救 哭 说 好人 好人 遇见 好人 月 21 日 四川 泸定 地震 中失联 17 天 甘宇 老乡 倪太高救 家中 倪太高 讲述 找到 甘宇时 甘宇 面前 大哭 说 遇见 好人 甘宇 送医 生命 体征 平稳 此前 泸定 地震 电力公司 职工 罗 永和 甘宇 坚守 电站 下游 村 \u200b', '致敬 甘宇 获救 哭 说 好人 好人 遇见 好人 月 21 日 四川 泸定 地震 中失联 17 天 甘宇 老乡 倪太高救 家中 倪太高 讲述 找到 甘宇时 甘宇 面前 大哭 说 遇见 好人 甘宇 送医 生命 体征 平稳 此前 泸定 地震 电力公司 职工 罗 永和 甘宇 坚守 电站 下游 村庄 \u200b', '好人 遇见 好人 甘宇 获救 哭 说 好人 好人 遇见 好人 月 21 日 四川 泸定 地震 中失联 17 天 甘宇 老乡 倪太高救 家中 倪太高 讲述 找到 甘宇时 甘宇 面前 大哭 说 遇见 好人 甘宇 送医 生命 体征 平稳 此前 泸定 地震 电力公司 职工 罗 永和 甘宇 坚守 电站 \u200b']"
424,13,,424_党纪国法_无视_新浪_除恶,"['党纪国法', '无视', '新浪', '除恶', '深圳', '黑恶势力', '扫黑', '访信', '信访办', '市府']","['扫黑 除恶 打击 黑恶势力 保护伞 ## 剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨案 发生 闹市 思过 公安消防 失职 渎职 市府 市委 信访办 访信 回 人民网 新浪 官微 回应 无视 党纪国法 \u200b', '剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨案 发生 闹市 思过 公安消防 失职 渎职 市府 市委 信访办 访信 回 人民网 新浪 官微 回应 无视 党纪国法 \u200b', '剪破 黑恶势力 交织 关系网 ## 扫黑 除恶 ## 撕掉 黑恶势力 护身符 ## 扫黑 除恶 打击 黑恶势力 保护伞 ## 扫黑 除恶 举报 平台 \ue627 深圳 深圳 爆料 深圳 微博 发布厅 深圳市 府委 415 两死 一伤 惨案 发生 闹市 思过 公安消防 失职 渎职 市府 市委 信访办 访信 回 人民网 新浪 官微 回应 无视 党纪国法 \u200b']"
425,13,,425_指示_作出_习近平_时间轴,"['指示', '作出', '习近平', '时间轴', '震情', '进展', '一图', '速览', '关键', '本次']","['一图 速览 泸定 地震 救援 时间轴 月 日 四川 甘孜 泸定县 发生 6.8 级 地震 本次 地震 震情 受灾 情况 救灾 捐赠 24 小时 救援 进展 泸定 地震 24 小时 关键 信息 汇总 ↓ ↓ 来源 人民日报 \u200b \u200b \u200b \u200b', '一图 速览 泸定 地震 救援 时间轴 月 日 四川 甘孜 泸定县 发生 6.8 级 地震 本次 地震 震情 受灾 情况 救灾 捐赠 24 小时 救援 进展 泸定 地震 24 小时 关键 信息 汇总 ↓ ↓ 来源 人民日报 \u200b', '一图 速览 泸定 地震 救援 时间轴 月 日 四川 甘孜 泸定县 发生 6.8 级 地震 本次 地震 震情 受灾 情况 救灾 捐赠 24 小时 救援 进展 泸定 地震 24 小时 关键 信息 汇总 ↓ ↓ 来源 人民日报 \u200b \u200b \u200b']"
426,13,,426_茅台_合计_4500_贵州,"['茅台', '合计', '4500', '贵州', '金额', '市值', '贵州省', 'a股', '万元', '晚间']","['周六 中秋节 晚间 刚 得知 热议 消息 分享 所有人 请 快 消息 贵州 茅台 贵州 贵阳 四川 泸定 合计 捐赠 4500 万元 贵州 茅台 贵州省 贵阳市 疫情 防控 四川省 泸定县 抗震救灾 捐款 捐赠 3000 万元 1500 万元 金额 合计 4500 万元 贵州 茅台 A股 市场 市值 上市 \u200b', '周六 中秋节 晚间 刚 得知 热议 消息 分享 所有人 请 快 消息 贵州 茅台 贵州 贵阳 四川 泸定 合计 捐赠 4500 万元 贵州 茅台 贵州省 贵阳市 疫情 防控 四川省 泸定县 抗震救灾 捐款 捐赠 3000 万元 1500 万元 金额 合计 4500 万元 贵州 茅台 A股 市场 市值 上市 \u200b', '周六 中秋节 晚间 刚 得知 热议 消息 分享 所有人 请 快 消息 贵州 茅台 贵州 贵阳 四川 泸定 合计 捐赠 4500 万元 贵州 茅台 贵州省 贵阳市 疫情 防控 四川省 泸定县 抗震救灾 捐款 捐赠 3000 万元 1500 万元 金额 合计 4500 万元 贵州 茅台 A股 市场 市值 上市 \u200b']"
427,13,,427_审核_成人高考_确认_短信,"['审核', '成人高考', '确认', '短信', '成考', '现场', '招办', '招考办', '学子', '报名']","['四川省 成人高考 现场 确认 时间 月 22 日 月 28 日 \u200b 记得 提前 安排 时间 带齐 现场 确认 需 资料 户籍地 工作 现场 审核 资料 ? ? 事宜 疫情 原因 招考办 人员 分流 同一个 区 几个 审核 地点 收到 短信 短信 通知 为准 没收 短信 考生 提前 ? 审核 招办 确认 \u200b', '四川省 成人高考 现场 确认 时间 月 22 日 月 28 日 \u200b 记得 提前 安排 时间 带齐 现场 确认 需 资料 户籍地 工作 现场 审核 资料 ? ? 事宜 疫情 原因 招考办 人员 分流 同一个 区 几个 审核 地点 收到 短信 短信 通知 为准 没收 短信 考生 提前 ? 审核 招办 确认 \u200b', '四川省 成人高考 现场 确认 时间 月 22 日 月 28 日 \u200b 记得 提前 安排 时间 带齐 现场 确认 需 资料 户籍地 工作 现场 审核 资料 ? ? 事宜 疫情 原因 招考办 人员 分流 同一个 区 几个 审核 地点 收到 短信 短信 通知 为准 没收 短信 考生 提前 ? 审核 招办 确认 \u200b']"
